Flight_ID,Airline,Distance_km,Departure_Delay_min,Arrival_Delay_min,Delay_Status
6007,Delta,5686,167,62,Delayed
6008,Indigo,8228,93,111,OnTime
6009,Delta,1372,167,119,OnTime
6010,Indigo,10210,169,161,OnTime
6011,Indigo,2106,84,161,OnTime
6012,Emirates,7998,151,94,OnTime
6013,Delta,347,82,111,Delayed
6014,Indigo,8881,158,139,OnTime
6015,Lufthansa,4493,47,63,OnTime
6016,Indigo,10250,79,192,Delayed
6017,Emirates,1987,103,172,Delayed
6018,Delta,4603,121,82,OnTime
6019,Delta,10730,151,61,Delayed
6020,Lufthansa,9024,0,109,Delayed
6021,Indigo,6096,67,29,OnTime
6022,Lufthansa,6933,3,84,Delayed
6023,Lufthansa,1751,137,25,Delayed
6024,Delta,3677,43,154,OnTime
6025,Lufthansa,5155,156,100,OnTime
6026,Indigo,3851,50,196,OnTime
6027,Emirates,6724,157,154,OnTime
6028,Indigo,2462,156,6,OnTime
6029,Indigo,7247,116,30,Delayed
6030,Delta,539,175,6,Delayed
6031,Delta,5098,156,97,OnTime
6032,Delta,1943,151,108,Delayed
6033,Delta,2813,175,121,Delayed
6034,Lufthansa,6927,156,93,OnTime
6035,Delta,2475,158,73,Delayed
6036,Emirates,5592,68,15,Delayed
6037,Indigo,2662,20,48,Delayed
6038,Lufthansa,1696,4,30,Delayed
6039,Emirates,5032,160,134,Delayed
6040,Delta,2522,108,111,Delayed
6041,Emirates,9690,9,41,Delayed
6042,Delta,5673,153,1,OnTime
6043,Indigo,4765,7,24,Delayed
6044,Delta,5915,170,44,Delayed
6045,Indigo,2846,31,97,Delayed
6046,Emirates,3322,49,48,OnTime
6047,Indigo,3916,20,36,Delayed
6048,Delta,8395,173,172,OnTime
6049,Lufthansa,8984,16,56,Delayed
6050,Emirates,4501,62,31,Delayed
6051,Delta,9266,161,117,OnTime
6052,Delta,11966,61,75,OnTime
6053,Indigo,11265,55,43,OnTime
6054,Indigo,935,132,61,OnTime
6055,Delta,8170,149,106,Delayed
6056,Emirates,11135,12,121,OnTime
6057,Emirates,5044,119,152,Delayed
6058,Indigo,4378,58,144,OnTime
6059,Emirates,5765,53,136,OnTime
6060,Indigo,6526,140,170,Delayed
6061,Delta,8153,79,30,Delayed
6062,Indigo,9907,44,186,Delayed
6063,Delta,10331,31,158,Delayed
6064,Lufthansa,10229,134,175,Delayed
6065,Delta,2047,18,93,OnTime
6066,Emirates,10613,140,139,Delayed
6067,Lufthansa,3977,70,181,Delayed
6068,Lufthansa,3888,76,73,OnTime
6069,Lufthansa,3122,104,103,Delayed
6070,Indigo,2795,93,117,OnTime
6071,Delta,10402,74,7,Delayed
6072,Delta,3481,109,188,Delayed
6073,Emirates,9010,86,44,OnTime
6074,Indigo,5689,103,135,Delayed
6075,Delta,2635,152,16,OnTime
6076,Emirates,4280,138,144,OnTime
6077,Indigo,6962,155,127,Delayed
6078,Indigo,2560,125,23,OnTime
6079,Delta,10862,159,17,OnTime
6080,Delta,6442,88,5,OnTime
6081,Lufthansa,4892,28,30,Delayed
6082,Delta,4823,167,136,OnTime
6083,Lufthansa,3263,116,67,OnTime
6084,Emirates,5962,104,158,Delayed
6085,Indigo,11800,113,66,OnTime
6086,Lufthansa,3447,84,28,OnTime
6087,Lufthansa,8001,138,129,Delayed
6088,Lufthansa,772,1,44,OnTime
6089,Emirates,9687,119,142,Delayed
6090,Delta,6134,156,1,Delayed
6091,Lufthansa,3045,1,61,Delayed
6092,Lufthansa,2124,128,159,Delayed
6093,Lufthansa,11396,43,28,OnTime
6094,Delta,6722,164,58,Delayed
6095,Emirates,2427,44,62,Delayed
6096,Delta,6596,138,4,OnTime
6097,Delta,8586,149,162,Delayed
6098,Lufthansa,3798,148,46,Delayed
6099,Indigo,7681,134,190,OnTime
6100,Indigo,9170,130,1,Delayed
6101,Emirates,9366,8,12,Delayed
6102,Indigo,9410,103,151,Delayed
6103,Emirates,3941,162,154,Delayed
6104,Emirates,11431,70,79,OnTime
6105,Lufthansa,2132,26,155,OnTime
6106,Lufthansa,9558,39,33,Delayed
6107,Delta,8483,6,83,Delayed
6108,Lufthansa,1770,139,187,Delayed
6109,Lufthansa,10576,158,165,Delayed
6110,Lufthansa,1244,134,131,Delayed
6111,Indigo,3881,176,173,Delayed
6112,Emirates,2845,173,57,OnTime
6113,Delta,8123,158,116,Delayed
6114,Indigo,7010,138,106,OnTime
6115,Delta,5144,54,163,OnTime
6116,Delta,10514,5,3,OnTime
6117,Lufthansa,9322,114,50,OnTime
6118,Emirates,2566,84,39,Delayed
6119,Lufthansa,4861,94,151,OnTime
6120,Delta,10215,111,189,OnTime
6121,Indigo,2162,34,88,Delayed
6122,Indigo,6374,58,19,Delayed
6123,Indigo,10862,55,3,OnTime
6124,Delta,11635,73,37,Delayed
6125,Delta,552,89,42,OnTime
6126,Delta,2210,84,61,Delayed
6127,Delta,7297,156,167,OnTime
6128,Delta,2661,169,99,OnTime
6129,Emirates,9934,153,151,OnTime
6130,Indigo,10004,97,5,Delayed
6131,Delta,9010,103,95,OnTime
6132,Delta,9044,178,197,Delayed
6133,Emirates,7513,108,54,OnTime
6134,Delta,242,145,102,Delayed
6135,Delta,7292,154,179,Delayed
6136,Delta,11051,91,148,Delayed
6137,Emirates,8705,5,13,OnTime
6138,Indigo,8759,37,197,Delayed
6139,Delta,2616,178,181,Delayed
6140,Delta,6755,94,88,Delayed
6141,Emirates,2570,100,130,Delayed
6142,Delta,5010,128,72,Delayed
6143,Delta,11997,149,93,OnTime
6144,Emirates,1190,64,183,Delayed
6145,Lufthansa,10082,87,31,Delayed
6146,Delta,4090,113,194,Delayed
6147,Indigo,9185,120,42,Delayed
6148,Delta,9109,110,157,OnTime
6149,Delta,3472,9,39,OnTime
6150,Delta,3253,149,176,OnTime
6151,Lufthansa,5312,9,166,Delayed
6152,Emirates,2049,107,188,Delayed
6153,Lufthansa,10999,21,91,OnTime
6154,Emirates,896,174,15,Delayed
6155,Lufthansa,4413,105,199,OnTime
6156,Delta,685,33,13,OnTime
6157,Emirates,5583,110,83,Delayed
6158,Lufthansa,11266,43,61,OnTime
6159,Emirates,5936,129,118,Delayed
6160,Lufthansa,7816,116,64,OnTime
6161,Delta,10495,116,163,Delayed
6162,Indigo,1955,162,26,OnTime
6163,Lufthansa,1895,46,149,Delayed
6164,Delta,4397,4,66,OnTime
6165,Emirates,10237,136,24,OnTime
6166,Lufthansa,8370,120,45,Delayed
6167,Lufthansa,7093,68,145,OnTime
6168,Indigo,4802,11,45,OnTime
6169,Delta,4696,50,139,Delayed
6170,Indigo,708,69,173,OnTime
6171,Emirates,5153,65,100,OnTime
6172,Emirates,215,42,104,Delayed
6173,Emirates,1610,168,34,Delayed
6174,Lufthansa,2259,162,125,OnTime
6175,Indigo,5541,90,135,OnTime
6176,Emirates,8417,60,129,OnTime
6177,Lufthansa,4612,94,188,Delayed
6178,Lufthansa,4043,44,44,Delayed
6179,Emirates,9202,121,121,Delayed
6180,Indigo,10990,102,178,Delayed
6181,Indigo,1790,50,41,Delayed
6182,Indigo,7956,3,62,OnTime
6183,Emirates,9131,35,84,Delayed
6184,Delta,3139,18,104,Delayed
6185,Lufthansa,3118,2,137,Delayed
6186,Indigo,1193,27,175,OnTime
6187,Delta,8517,111,167,OnTime
6188,Indigo,4312,133,124,Delayed
6189,Lufthansa,2499,40,11,OnTime
6190,Indigo,6406,23,185,Delayed
6191,Emirates,5007,143,56,Delayed
6192,Delta,1983,39,88,OnTime
6193,Delta,5460,40,62,OnTime
6194,Indigo,201,120,165,OnTime
6195,Delta,6309,31,167,Delayed
6196,Indigo,8583,162,87,OnTime
6197,Emirates,5945,114,119,Delayed
6198,Delta,7081,112,133,OnTime
6199,Lufthansa,747,126,107,OnTime
6200,Emirates,6303,110,146,OnTime
6201,Emirates,4133,2,85,Delayed
6202,Lufthansa,10918,173,6,Delayed
6203,Lufthansa,841,113,190,OnTime
6204,Lufthansa,3431,147,35,OnTime
6205,Emirates,6581,163,72,OnTime
6206,Indigo,4643,119,130,Delayed
6207,Lufthansa,5082,116,32,Delayed
6208,Indigo,9647,103,42,OnTime
6209,Delta,1791,43,170,OnTime
6210,Delta,6632,109,107,OnTime
6211,Indigo,1710,68,78,OnTime
6212,Indigo,9553,159,99,Delayed
6213,Indigo,2138,152,152,OnTime
6214,Emirates,7048,89,159,OnTime
6215,Indigo,5223,138,84,Delayed
6216,Delta,3254,23,187,OnTime
6217,Lufthansa,11119,18,192,OnTime
6218,Emirates,6905,77,176,Delayed
6219,Emirates,2453,87,153,OnTime
6220,Delta,496,64,42,OnTime
6221,Indigo,9844,171,133,Delayed
6222,Emirates,8810,65,76,OnTime
6223,Emirates,3022,95,111,Delayed
6224,Lufthansa,5045,82,53,OnTime
6225,Lufthansa,5930,120,19,OnTime
6226,Delta,8569,38,96,OnTime
6227,Delta,8755,28,2,Delayed
6228,Lufthansa,9394,90,143,Delayed
6229,Delta,3756,38,28,Delayed
6230,Indigo,603,111,63,Delayed
6231,Emirates,7581,165,33,Delayed
6232,Emirates,4268,0,48,OnTime
6233,Delta,10825,154,47,Delayed
6234,Delta,1208,134,31,Delayed
6235,Delta,2769,20,62,OnTime
6236,Emirates,4758,107,179,OnTime
6237,Delta,11995,45,141,Delayed
6238,Emirates,5851,94,17,OnTime
6239,Lufthansa,3908,88,97,OnTime
6240,Lufthansa,291,137,119,Delayed
6241,Indigo,4414,60,68,Delayed
6242,Indigo,3555,110,2,Delayed
6243,Indigo,11041,57,15,Delayed
6244,Emirates,1617,179,14,Delayed
6245,Lufthansa,8248,86,158,Delayed
6246,Indigo,2706,63,80,OnTime
6247,Indigo,2016,83,5,Delayed
6248,Indigo,202,59,39,OnTime
6249,Lufthansa,6861,46,116,OnTime
6250,Indigo,1787,48,83,OnTime
6251,Emirates,11413,14,198,OnTime
6252,Lufthansa,3157,165,91,Delayed
6253,Indigo,1942,93,126,Delayed
6254,Indigo,270,14,103,Delayed
6255,Emirates,10744,129,134,OnTime
6256,Delta,11140,114,130,OnTime
6257,Lufthansa,7066,41,131,OnTime
6258,Indigo,8502,1,166,OnTime
6259,Lufthansa,10352,99,13,OnTime
6260,Delta,10161,100,54,OnTime
6261,Delta,4825,125,13,Delayed
6262,Delta,5876,57,190,Delayed
6263,Lufthansa,9736,174,31,Delayed
6264,Emirates,2015,24,193,OnTime
6265,Indigo,5762,92,96,OnTime
6266,Emirates,8009,162,36,OnTime
6267,Emirates,8169,69,10,Delayed
6268,Lufthansa,1125,120,190,Delayed
6269,Lufthansa,11716,90,70,Delayed
6270,Lufthansa,10540,83,13,OnTime
6271,Indigo,3876,76,62,Delayed
6272,Emirates,1109,25,176,Delayed
6273,Lufthansa,438,36,156,OnTime
6274,Indigo,7821,81,66,Delayed
6275,Lufthansa,3789,162,32,OnTime
6276,Emirates,6343,19,174,OnTime
6277,Delta,7295,62,180,Delayed
6278,Lufthansa,6958,16,152,OnTime
6279,Delta,8696,88,38,Delayed
6280,Lufthansa,1329,151,135,OnTime
6281,Indigo,4892,113,139,OnTime
6282,Lufthansa,415,84,157,Delayed
6283,Delta,2045,156,51,Delayed
6284,Indigo,391,67,117,Delayed
6285,Emirates,4135,142,167,Delayed
6286,Indigo,7396,169,61,Delayed
6287,Delta,3082,135,66,Delayed
6288,Emirates,11399,151,177,OnTime
6289,Indigo,9297,20,60,OnTime
6290,Emirates,1994,127,162,OnTime
6291,Lufthansa,4442,135,137,Delayed
6292,Emirates,8068,59,194,Delayed
6293,Emirates,11276,4,162,OnTime
6294,Delta,924,36,160,OnTime
6295,Delta,4804,131,32,OnTime
6296,Emirates,4975,103,82,OnTime
6297,Lufthansa,4752,101,152,Delayed
6298,Lufthansa,5744,90,134,Delayed
6299,Emirates,6079,14,35,Delayed
6300,Indigo,6742,126,196,Delayed
6301,Lufthansa,9213,43,190,Delayed
6302,Delta,4563,97,161,OnTime
6303,Emirates,3869,109,161,Delayed
6304,Emirates,9245,97,75,OnTime
6305,Lufthansa,9190,107,177,Delayed
6306,Lufthansa,9583,55,10,OnTime
6307,Indigo,469,35,176,Delayed
6308,Emirates,909,139,160,Delayed
6309,Emirates,11033,169,51,OnTime
6310,Lufthansa,9679,112,110,OnTime
6311,Indigo,2855,84,117,Delayed
6312,Indigo,5374,96,3,OnTime
6313,Delta,7954,31,171,Delayed
6314,Indigo,7738,56,27,Delayed
6315,Emirates,5427,88,163,Delayed
6316,Lufthansa,10774,140,117,OnTime
6317,Lufthansa,2278,159,36,OnTime
6318,Emirates,8810,103,177,Delayed
6319,Indigo,11974,29,178,Delayed
6320,Delta,5954,99,186,Delayed
6321,Emirates,6789,128,69,Delayed
6322,Indigo,4705,166,59,OnTime
6323,Emirates,3745,15,1,Delayed
6324,Lufthansa,7966,9,110,OnTime
6325,Lufthansa,5510,171,33,OnTime
6326,Lufthansa,7728,156,57,Delayed
6327,Lufthansa,11960,54,71,Delayed
6328,Delta,9859,45,85,OnTime
6329,Lufthansa,7912,165,75,OnTime
6330,Delta,2058,146,97,Delayed
6331,Emirates,8637,104,24,Delayed
6332,Indigo,10256,142,71,OnTime
6333,Lufthansa,4498,67,92,Delayed
6334,Emirates,8041,149,191,OnTime
6335,Lufthansa,1029,89,16,Delayed
6336,Lufthansa,10419,4,75,OnTime
6337,Delta,1615,94,25,OnTime
6338,Indigo,3821,63,136,OnTime
6339,Delta,11822,115,164,Delayed
6340,Emirates,3439,166,153,Delayed
6341,Lufthansa,5865,169,160,Delayed
6342,Lufthansa,1919,10,119,OnTime
6343,Lufthansa,4045,123,80,Delayed
6344,Delta,7266,109,115,Delayed
6345,Indigo,624,55,128,OnTime
6346,Indigo,9874,63,83,OnTime
6347,Lufthansa,5540,32,3,OnTime
6348,Indigo,7481,3,105,Delayed
6349,Lufthansa,5053,75,150,Delayed
6350,Emirates,4194,171,185,Delayed
6351,Lufthansa,8652,66,116,OnTime
6352,Lufthansa,277,117,42,Delayed
6353,Delta,3590,179,158,OnTime
6354,Indigo,5267,27,112,Delayed
6355,Emirates,11346,113,163,Delayed
6356,Emirates,9198,53,110,Delayed
6357,Lufthansa,10959,10,69,OnTime
6358,Lufthansa,7085,106,108,Delayed
6359,Lufthansa,5712,116,119,Delayed
6360,Emirates,3846,155,160,OnTime
6361,Lufthansa,3307,154,1,Delayed
6362,Lufthansa,4888,16,48,Delayed
6363,Delta,8312,63,42,Delayed
6364,Lufthansa,1312,54,149,OnTime
6365,Indigo,3231,117,86,Delayed
6366,Emirates,909,116,172,Delayed
6367,Lufthansa,5421,138,176,OnTime
6368,Emirates,5785,56,60,OnTime
6369,Delta,8735,86,36,OnTime
6370,Lufthansa,4131,158,174,OnTime
6371,Delta,1761,121,43,Delayed
6372,Lufthansa,7776,121,1,Delayed
6373,Emirates,1156,122,179,OnTime
6374,Indigo,7325,165,136,Delayed
6375,Delta,10497,41,128,OnTime
6376,Lufthansa,2060,145,199,OnTime
6377,Delta,8713,32,197,OnTime
6378,Indigo,6607,98,177,Delayed
6379,Lufthansa,8256,167,158,Delayed
6380,Delta,4241,107,31,OnTime
6381,Emirates,4748,102,86,Delayed
6382,Lufthansa,10337,144,102,Delayed
6383,Indigo,7650,122,2,OnTime
6384,Lufthansa,8873,118,4,Delayed
6385,Indigo,4113,14,60,Delayed
6386,Lufthansa,2175,173,158,Delayed
6387,Delta,4244,82,163,OnTime
6388,Lufthansa,7099,118,54,Delayed
6389,Delta,1462,149,198,Delayed
6390,Emirates,7472,96,170,Delayed
6391,Delta,10220,3,178,Delayed
6392,Indigo,11610,82,170,OnTime
6393,Lufthansa,8448,95,129,Delayed
6394,Delta,1801,58,124,Delayed
6395,Emirates,537,129,186,Delayed
6396,Emirates,9671,78,80,Delayed
6397,Lufthansa,5448,64,165,Delayed
6398,Indigo,10407,79,81,OnTime
6399,Indigo,6817,146,15,OnTime
6400,Delta,8678,98,150,Delayed
6401,Delta,10983,0,132,Delayed
6402,Lufthansa,10416,84,40,Delayed
6403,Delta,4794,50,92,Delayed
6404,Lufthansa,4972,84,157,OnTime
6405,Delta,4350,111,35,OnTime
6406,Emirates,10756,2,6,Delayed
6407,Emirates,2567,175,143,OnTime
6408,Delta,9267,11,3,Delayed
6409,Emirates,4952,42,67,OnTime
6410,Delta,5182,83,168,OnTime
6411,Indigo,7981,92,169,OnTime
6412,Indigo,4644,175,81,OnTime
6413,Lufthansa,2690,79,136,Delayed
6414,Delta,1076,152,5,OnTime
6415,Lufthansa,6183,115,55,OnTime
6416,Delta,9172,71,29,OnTime
6417,Lufthansa,9975,53,139,OnTime
6418,Indigo,6894,56,38,Delayed
6419,Indigo,11847,79,98,Delayed
6420,Emirates,7630,162,46,OnTime
6421,Lufthansa,9507,38,102,Delayed
6422,Emirates,5198,123,82,OnTime
6423,Lufthansa,1224,54,142,OnTime
6424,Lufthansa,6895,89,109,OnTime
6425,Indigo,8798,78,6,Delayed
6426,Lufthansa,9223,114,90,Delayed
6427,Emirates,10315,42,149,OnTime
6428,Lufthansa,6742,1,1,OnTime
6429,Emirates,3336,169,173,OnTime
6430,Indigo,9301,107,118,Delayed
6431,Emirates,4917,179,176,Delayed
6432,Lufthansa,8064,77,179,OnTime
6433,Lufthansa,1098,179,146,Delayed
6434,Emirates,3081,113,132,Delayed
6435,Indigo,8602,134,23,OnTime
6436,Emirates,10159,178,54,Delayed
6437,Lufthansa,11846,156,56,OnTime
6438,Lufthansa,2861,41,65,Delayed
6439,Delta,9957,66,80,Delayed
6440,Delta,7467,13,163,Delayed
6441,Indigo,721,124,93,OnTime
6442,Emirates,1743,175,51,OnTime
6443,Emirates,9128,35,133,OnTime
6444,Delta,3729,7,150,OnTime
6445,Emirates,4309,145,164,OnTime
6446,Lufthansa,1407,170,58,OnTime
6447,Emirates,9882,36,133,Delayed
6448,Emirates,11842,49,17,Delayed
6449,Emirates,3706,70,122,Delayed
6450,Emirates,3556,72,105,OnTime
6451,Indigo,7853,96,174,Delayed
6452,Lufthansa,10977,66,177,OnTime
6453,Emirates,4170,40,100,OnTime
6454,Delta,11843,148,164,OnTime
6455,Emirates,9275,33,183,Delayed
6456,Lufthansa,7257,59,43,OnTime
6457,Delta,4943,52,120,OnTime
6458,Indigo,2857,82,97,OnTime
6459,Lufthansa,3104,95,130,Delayed
6460,Emirates,9789,39,91,Delayed
6461,Lufthansa,6213,178,32,Delayed
6462,Emirates,6068,88,106,Delayed
6463,Delta,4499,176,45,Delayed
6464,Emirates,8006,94,72,Delayed
6465,Delta,4229,94,82,OnTime
6466,Delta,10856,113,165,Delayed
6467,Emirates,1227,65,21,Delayed
6468,Delta,3007,170,120,OnTime
6469,Lufthansa,9205,60,189,OnTime
6470,Lufthansa,1719,70,105,Delayed
6471,Indigo,657,72,77,OnTime
6472,Lufthansa,8236,4,63,Delayed
6473,Delta,10397,84,82,OnTime
6474,Indigo,11420,36,167,Delayed
6475,Delta,1197,145,188,OnTime
6476,Delta,6860,179,39,OnTime
6477,Emirates,6254,127,198,Delayed
6478,Lufthansa,6895,76,11,Delayed
6479,Indigo,11746,72,131,OnTime
6480,Lufthansa,4649,111,58,OnTime
6481,Indigo,10519,157,15,OnTime
6482,Emirates,9164,172,162,OnTime
6483,Indigo,3098,25,28,Delayed
6484,Emirates,523,66,185,OnTime
6485,Delta,5432,39,22,Delayed
6486,Indigo,4950,118,193,Delayed
6487,Indigo,2619,46,112,Delayed
6488,Indigo,2210,167,109,OnTime
6489,Delta,7072,38,173,Delayed
6490,Emirates,797,110,93,Delayed
6491,Lufthansa,11124,121,97,OnTime
6492,Emirates,8544,43,162,OnTime
6493,Lufthansa,2153,142,0,OnTime
6494,Emirates,9738,12,79,Delayed
6495,Emirates,10845,45,113,OnTime
6496,Delta,6227,159,183,Delayed
6497,Delta,11945,8,13,Delayed
6498,Indigo,10091,3,104,Delayed
6499,Emirates,10225,16,74,Delayed
6500,Lufthansa,678,8,141,Delayed
6501,Emirates,6587,102,25,Delayed
6502,Delta,4258,137,81,Delayed
6503,Delta,1602,110,106,Delayed
6504,Lufthansa,11772,90,115,Delayed
6505,Delta,4019,45,170,OnTime
6506,Lufthansa,11720,144,149,OnTime
6507,Emirates,1814,25,193,Delayed
6508,Lufthansa,7080,173,7,OnTime
6509,Lufthansa,7411,51,162,OnTime
6510,Delta,1063,14,178,Delayed
6511,Indigo,6392,69,130,Delayed
6512,Emirates,4402,168,23,Delayed
6513,Delta,1334,149,103,Delayed
6514,Indigo,7072,43,185,OnTime
6515,Delta,3180,110,134,OnTime
6516,Indigo,11074,6,123,OnTime
6517,Lufthansa,934,165,82,Delayed
6518,Emirates,2317,136,158,OnTime
6519,Delta,5269,43,63,OnTime
6520,Lufthansa,9517,0,6,Delayed
6521,Lufthansa,4593,89,127,Delayed
6522,Indigo,2647,68,138,Delayed
6523,Delta,1537,172,112,Delayed
6524,Indigo,1423,40,111,OnTime
6525,Indigo,7727,142,166,OnTime
6526,Lufthansa,7012,139,72,Delayed
6527,Emirates,5407,31,179,OnTime
6528,Indigo,5474,128,87,Delayed
6529,Emirates,9250,49,172,OnTime
6530,Delta,1610,82,101,OnTime
6531,Indigo,7285,111,41,Delayed
6532,Delta,7066,162,36,OnTime
6533,Delta,9732,43,17,OnTime
6534,Emirates,9594,126,181,OnTime
6535,Indigo,6198,117,124,OnTime
6536,Delta,2870,71,54,Delayed
6537,Delta,10762,46,163,OnTime
6538,Lufthansa,2076,133,34,OnTime
6539,Delta,9942,132,107,Delayed
6540,Delta,2656,124,78,Delayed
6541,Indigo,3722,158,144,OnTime
6542,Lufthansa,1792,129,126,Delayed
6543,Emirates,10248,81,51,Delayed
6544,Delta,4062,115,109,OnTime
6545,Emirates,8798,74,176,Delayed
6546,Emirates,7588,166,45,Delayed
6547,Emirates,10948,137,70,Delayed
6548,Indigo,5410,97,55,Delayed
6549,Indigo,9795,8,145,Delayed
6550,Indigo,10394,64,176,Delayed
6551,Emirates,3691,173,141,OnTime
6552,Delta,11784,50,35,Delayed
6553,Emirates,6119,38,62,Delayed
6554,Lufthansa,2211,122,121,OnTime
6555,Delta,3050,51,44,OnTime
6556,Delta,2908,66,12,Delayed
6557,Emirates,2909,4,32,OnTime
6558,Lufthansa,1223,125,158,Delayed
6559,Lufthansa,468,26,109,OnTime
6560,Delta,7752,161,60,Delayed
6561,Emirates,9728,12,109,OnTime
6562,Indigo,3070,98,1,Delayed
6563,Delta,3153,129,118,OnTime
6564,Delta,1572,143,129,Delayed
6565,Delta,2602,144,79,OnTime
6566,Emirates,4612,90,56,Delayed
6567,Delta,4498,176,112,Delayed
6568,Delta,318,43,117,OnTime
6569,Emirates,1726,61,179,Delayed
6570,Delta,10133,70,62,Delayed
6571,Indigo,9232,74,56,Delayed
6572,Delta,7392,154,2,OnTime
6573,Emirates,8261,33,101,OnTime
6574,Delta,1701,37,59,OnTime
6575,Emirates,10320,138,193,OnTime
6576,Indigo,8072,109,41,Delayed
6577,Delta,3155,88,122,Delayed
6578,Emirates,6756,174,135,OnTime
6579,Indigo,7941,146,14,Delayed
6580,Emirates,7194,112,189,Delayed
6581,Delta,11866,43,32,OnTime
6582,Delta,5140,34,189,OnTime
6583,Delta,6077,8,106,OnTime
6584,Emirates,2815,137,87,OnTime
6585,Indigo,11530,166,191,OnTime
6586,Delta,311,45,63,OnTime
6587,Lufthansa,5986,102,180,OnTime
6588,Emirates,9890,10,112,Delayed
6589,Delta,7456,55,194,OnTime
6590,Emirates,1241,87,5,OnTime
6591,Delta,11119,71,30,Delayed
6592,Delta,8404,52,28,OnTime
6593,Indigo,7009,151,48,Delayed
6594,Emirates,857,47,56,OnTime
6595,Lufthansa,1683,137,82,OnTime
6596,Emirates,10907,94,17,OnTime
6597,Lufthansa,6414,80,168,OnTime
6598,Emirates,3370,173,195,Delayed
6599,Indigo,1023,148,191,Delayed
6600,Lufthansa,6437,39,105,Delayed
6601,Emirates,7005,32,156,OnTime
6602,Delta,4579,57,16,Delayed
6603,Indigo,8901,143,148,Delayed
6604,Indigo,8570,129,89,OnTime
6605,Emirates,8947,95,101,OnTime
6606,Indigo,1761,11,105,Delayed
6607,Delta,7463,20,113,Delayed
6608,Indigo,484,112,144,OnTime
6609,Emirates,2719,107,184,OnTime
6610,Delta,1486,167,156,Delayed
6611,Lufthansa,1321,100,109,OnTime
6612,Lufthansa,10601,30,70,Delayed
6613,Delta,9376,3,133,Delayed
6614,Lufthansa,10561,18,158,OnTime
6615,Lufthansa,5523,6,15,OnTime
6616,Delta,7349,141,162,Delayed
6617,Lufthansa,4895,179,188,Delayed
6618,Emirates,3801,63,131,OnTime
6619,Emirates,7967,126,93,Delayed
6620,Delta,6056,24,193,OnTime
6621,Emirates,10388,71,129,OnTime
6622,Indigo,7537,12,108,OnTime
6623,Emirates,5685,32,197,Delayed
6624,Emirates,4408,130,56,Delayed
6625,Lufthansa,7720,69,97,Delayed
6626,Lufthansa,3542,118,49,Delayed
6627,Delta,10856,104,72,Delayed
6628,Indigo,10966,176,108,OnTime
6629,Indigo,1182,23,57,Delayed
6630,Emirates,7631,139,161,OnTime
6631,Emirates,1229,148,167,Delayed
6632,Emirates,4221,128,16,Delayed
6633,Indigo,4639,6,150,OnTime
6634,Delta,846,87,110,Delayed
6635,Lufthansa,3334,26,74,Delayed
6636,Delta,2120,98,45,Delayed
6637,Emirates,2717,147,7,Delayed
6638,Emirates,7438,80,106,Delayed
6639,Delta,10661,101,29,Delayed
6640,Delta,7238,171,112,OnTime
6641,Indigo,2788,52,186,Delayed
6642,Emirates,800,13,83,OnTime
6643,Indigo,5555,132,161,Delayed
6644,Emirates,9160,144,148,Delayed
6645,Lufthansa,9077,80,130,OnTime
6646,Lufthansa,8462,102,197,OnTime
6647,Emirates,7356,89,109,OnTime
6648,Lufthansa,5621,81,121,Delayed
6649,Emirates,5077,104,2,Delayed
6650,Emirates,8061,66,152,Delayed
6651,Delta,7036,74,36,OnTime
6652,Indigo,8009,6,85,OnTime
6653,Delta,9551,168,198,OnTime
6654,Delta,11022,0,31,Delayed
6655,Indigo,7846,114,103,OnTime
6656,Emirates,3622,100,189,OnTime
6657,Delta,10951,170,114,Delayed
6658,Indigo,383,29,178,OnTime
6659,Indigo,247,61,183,Delayed
6660,Delta,3722,141,49,OnTime
6661,Indigo,4145,20,158,OnTime
6662,Delta,4071,47,116,Delayed
6663,Lufthansa,2670,66,42,OnTime
6664,Emirates,10612,23,124,Delayed
6665,Delta,7122,79,19,Delayed
6666,Emirates,8643,158,170,Delayed
6667,Delta,3960,123,109,OnTime
6668,Emirates,10206,14,180,OnTime
6669,Delta,1841,107,138,OnTime
6670,Lufthansa,4704,14,66,Delayed
6671,Delta,11436,97,42,Delayed
6672,Emirates,1327,136,117,Delayed
6673,Delta,9772,24,150,OnTime
6674,Delta,10069,138,57,OnTime
6675,Emirates,7126,46,17,Delayed
6676,Lufthansa,10140,122,81,OnTime
6677,Delta,7550,103,44,OnTime
6678,Delta,1615,66,192,Delayed
6679,Delta,1624,108,77,OnTime
6680,Delta,9647,62,80,OnTime
6681,Indigo,3328,75,170,OnTime
6682,Emirates,8132,10,1,OnTime
6683,Lufthansa,7324,16,11,OnTime
6684,Delta,8695,112,42,Delayed
6685,Lufthansa,8278,29,74,OnTime
6686,Lufthansa,11360,131,14,Delayed
6687,Lufthansa,6761,95,9,OnTime
6688,Lufthansa,4615,165,41,OnTime
6689,Indigo,10004,130,176,OnTime
6690,Emirates,9130,127,117,Delayed
6691,Lufthansa,7669,126,141,Delayed
6692,Emirates,3260,16,199,OnTime
6693,Indigo,5367,21,69,OnTime
6694,Delta,5848,69,62,Delayed
6695,Delta,4455,117,17,OnTime
6696,Delta,1979,12,61,Delayed
6697,Lufthansa,2555,143,109,Delayed
6698,Indigo,3975,124,123,OnTime
